Column1;longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;ocean_proximity
9672;-121.17;38.68;37;1252;267;686;256;3;121900;INLAND
9673;-118.63;34.21;31;3952;647;1762;588;5.5709;244800;<1H OCEAN
9674;-120.84;37.52;16;4527;887;2531;825;3.7065;124800;INLAND
9675;-117.4;34.58;18;755;169;483;165;1.4196;64700;INLAND
9676;-120.99;37.66;30;1718;395;914;400;1.933;107000;INLAND
9677;-118.19;33.99;35;1172;436;1741;408;2.4596;154700;<1H OCEAN
9678;-122.18;37.44;44;2237;347;948;346;8.2436;500001;NEAR OCEAN
9679;-119.83;36.78;35;1789;357;933;357;2.5223;66200;INLAND
9680;-122.29;38.29;52;3217;742;1670;671;2.4398;163100;NEAR BAY
9681;-117.86;33.75;39;275;87;554;103;3.5972;158000;<1H OCEAN
9682;-121.09;37.33;40;524;112;329;96;1.7188;112500;INLAND
9683;-119.28;36.52;19;1402;324;1327;316;2.25;53200;INLAND
9684;-117.95;34.02;19;1129;258;900;228;3.875;135600;<1H OCEAN
9685;-122.17;40.2;28;1782;334;873;311;3.3594;79100;INLAND
9686;-117.85;33.9;20;4026;648;1997;650;5.5918;260500;<1H OCEAN
9687;-117.4;34.04;17;1906;334;1550;338;3.025;81800;INLAND
9688;-120.44;37.31;21;6911;1341;3967;1297;3.0515;95200;INLAND
9689;-116.89;34.27;13;3661;770;567;228;4.4063;152600;INLAND
9690;-117.34;34.07;46;1851;425;1100;377;2.0461;90500;INLAND
9691;-118.46;34;39;4098;1100;2054;1053;2.918;345600;<1H OCEAN
9692;-118.25;34.09;52;2050;429;957;418;3.5603;210000;<1H OCEAN
9693;-120.85;37.78;25;421;536.9621513;303;106;2.2679;71300;INLAND
9694;-124.16;40.6;39;1322;283;642;292;2.4519;85100;NEAR OCEAN
9695;-119.83;36.71;43;355;81;233;75;2.4167;73900;INLAND
9696;-117.23;32.73;44;1168;263;509;256;2.7273;269700;NEAR OCEAN
9697;-118.12;33.99;27;2316;559;2012;544;2.8155;176800;<1H OCEAN
9698;-118.3;34.06;20;1782;896;1749;823;2.2094;75000;<1H OCEAN
9699;-119.74;34.43;26;3119;562;1459;562;5.0434;340400;NEAR OCEAN
9700;-117.85;33.62;18;729;105;316;108;10.3893;500001;<1H OCEAN
9701;-117.24;32.81;33;1588;289;683;301;5.4103;332400;NEAR OCEAN
9702;-120.57;39.78;15;1291;283;582;242;2.1216;102000;INLAND
9703;-122.09;37.39;36;1035;196;475;205;5.5385;359000;NEAR BAY
9704;-117.96;33.99;25;1348;210;660;200;5.2852;297600;<1H OCEAN
9705;-118.24;33.8;28;636;169;788;143;3.6161;131300;NEAR OCEAN
9706;-118.36;33.98;39;813;185;344;154;3.5833;218800;<1H OCEAN
9707;-118.94;34.18;24;3689;585;1898;581;5.9224;239400;<1H OCEAN
9708;-118.3;34.03;37;2781;766;2586;729;1.8564;187500;<1H OCEAN
9709;-122.3;37.56;37;1962;367;1267;382;4.7344;271800;NEAR OCEAN
9710;-122.11;37.66;36;1755;316;913;299;4.1302;172700;NEAR BAY
9711;-121.23;37.78;20;273;49;149;49;4.8229;158300;INLAND
9712;-118.29;34.01;42;814;223;511;188;2.3942;123200;<1H OCEAN
9713;-119.29;34.31;25;1092;190;702;215;3.9063;192700;NEAR OCEAN
9714;-117.09;32.71;29;2238;523;2061;504;2.5559;96800;NEAR OCEAN
9715;-118.6;34.21;21;9512;2560;7282;2387;2.8039;227500;<1H OCEAN
9716;-122.46;37.74;51;1905;291;707;284;6.2561;431000;NEAR BAY
9717;-118.06;33.9;37;1161;254;882;236;4.4167;158000;<1H OCEAN
9718;-119.71;36.81;19;1648;368;557;354;1.7969;72800;INLAND
9719;-122.72;38.88;29;2781;536.9621513;890;310;1.9906;96600;INLAND
9720;-120.57;34.96;27;1401;294;1306;286;2.5809;83200;NEAR OCEAN
9721;-116.97;33.96;12;5876;1222;2992;1151;2.4322;112100;INLAND
9722;-122.53;37.86;38;1183;196;628;205;3.75;478600;NEAR BAY
9723;-117.69;33.54;20;1767;280;801;284;6.5394;272000;<1H OCEAN
9724;-121.22;38.58;25;394;94;155;83;2.233;55000;INLAND
9725;-121.42;38.62;41;1087;272;462;219;2.0224;64900;INLAND
9726;-122.33;37.56;34;6394;1619;2400;1496;3.4902;500001;NEAR OCEAN
9727;-122.5;37.76;48;1408;295;891;269;3.8333;296300;NEAR OCEAN
9728;-118.12;33.96;36;1426;235;698;240;4.8523;267300;<1H OCEAN
9729;-122.18;40.02;30;1952;397;961;333;2.25;68200;INLAND
9730;-120.76;37.44;18;2003;398;1333;411;2.7562;90500;INLAND
9731;-121.44;38.48;12;4929;1010;2621;870;2.7262;109800;INLAND
9732;-122.24;37.48;40;4459;1027;2080;982;3.5322;361900;NEAR OCEAN
9733;-117.42;33.96;33;2275;469;1691;459;2.7452;98100;INLAND
9734;-117.03;32.63;14;2796;476;1466;464;5.2489;213700;NEAR OCEAN
9735;-121.63;38.67;34;431;85;391;77;2.625;225000;INLAND
9736;-118.19;34.02;45;1535;432;1820;419;1.7801;142800;<1H OCEAN
9737;-122.4;37.71;40;1883;397;1411;438;3.0469;238000;NEAR BAY
9738;-118.06;33.83;21;3941;655;1897;670;4.88;343900;<1H OCEAN
9739;-121.18;39.23;8;2112;360;782;344;3.7125;175000;INLAND
9740;-118.39;34.18;44;477;91;220;112;3.3906;223800;<1H OCEAN
9741;-117.3;33.06;24;2171;511;870;442;3.194;276300;NEAR OCEAN
9742;-122.79;38.5;18;4839;918;2755;841;3.75;248300;<1H OCEAN
9743;-122.29;37.54;43;2268;438;1151;449;4.9091;293200;NEAR OCEAN
9744;-122.3;37.87;52;3123;749;1695;684;2.2208;144800;NEAR BAY
9745;-117.11;33.75;17;4174;851;1845;780;2.2618;96100;INLAND
9746;-117.98;33.71;26;1905;373;1098;368;4.8611;229600;<1H OCEAN
9747;-124.14;40.78;35;2426;423;982;432;3.4219;92800;NEAR OCEAN
9748;-122.17;37.76;41;1594;367;1074;355;1.9356;90600;NEAR BAY
9749;-119.78;36.76;47;1425;323;949;325;1.7344;51300;INLAND
9750;-122.41;37.73;33;2789;567;1682;552;3.8643;276200;NEAR BAY
9751;-118.54;34.17;34;2458;433;1034;373;5.6738;443600;<1H OCEAN
9752;-119.18;34.16;12;460;101;405;103;5.2783;167400;NEAR OCEAN
9753;-123.88;40.93;28;1272;259;519;220;3.2891;106300;<1H OCEAN
9754;-122.27;37.51;36;1406;224;598;237;5.8964;414800;NEAR OCEAN
9755;-121.36;38.03;14;2356;438;1378;481;3.7375;138800;INLAND
9756;-117.95;33.98;15;16042;2602;7732;2552;5.6716;330400;<1H OCEAN
9757;-119.88;34.42;22;2367;492;1333;488;3.6304;312200;NEAR OCEAN
9758;-118.45;34.25;34;2094;380;1207;380;5.2801;212300;<1H OCEAN
9759;-120.16;37.12;29;1995;392;1261;354;1.9073;79200;INLAND
9760;-122.42;37.79;52;3364;1100;2112;1045;2.1343;400000;NEAR BAY
9761;-117.66;33.6;25;3745;522;1648;496;7.5488;278100;<1H OCEAN
9762;-118.32;33.85;42;3146;770;1859;740;3.5073;234800;<1H OCEAN
9763;-118.25;33.97;39;1346;380;1520;356;1.1635;108700;<1H OCEAN
9764;-120.68;35.48;15;2608;525;1351;502;2.7798;205800;<1H OCEAN
9765;-122.04;37.95;29;866;138;341;133;4.7188;197100;NEAR BAY
9766;-117.02;32.71;20;4050;745;2870;761;3.7366;121800;NEAR OCEAN
9767;-119.21;34.26;23;2887;540;1508;518;3.3452;217600;NEAR OCEAN
9768;-118.86;34.19;27;1931;261;736;244;6.7805;392900;<1H OCEAN
9769;-118.1;34.05;31;3559;734;2975;715;3.756;183300;<1H OCEAN
9770;-117.69;34.13;8;2915;371;1271;354;7.9627;345400;INLAND
9771;-122.41;37.6;31;4424;834;1915;817;4.1364;412000;NEAR OCEAN
9772;-120.94;37.63;43;244;52;176;60;1.425;69400;INLAND
9773;-121.15;40.25;14;5156;880;616;281;3.3462;145200;INLAND
9774;-118.48;34.02;29;1585;542;1019;487;2.7072;375000;<1H OCEAN
9775;-122.15;37.72;47;1190;251;540;266;3.375;198300;NEAR BAY
9776;-117.77;34.07;36;2922;652;2392;629;2.8661;124000;INLAND
9777;-118.34;33.93;37;1638;407;1341;369;3.0677;167700;<1H OCEAN
9778;-118.35;34.28;30;3214;513;1700;533;4.6944;248200;<1H OCEAN
9779;-118.4;34.02;40;593;137;371;132;4.6932;332800;<1H OCEAN
9780;-118.55;34.21;35;2592;490;1427;434;5.0623;246400;<1H OCEAN
9781;-118.28;33.73;45;2137;559;1550;529;1.9167;227200;NEAR OCEAN
9782;-119.74;36.73;42;1236;272;946;261;2.0536;50000;INLAND
9783;-118.45;34.03;39;1657;402;931;363;3.7813;336300;<1H OCEAN
9784;-122.76;38.45;8;5823;1104;2864;1041;3.6292;183600;<1H OCEAN
9785;-118.44;34.28;38;1156;305;1359;289;2.5147;137100;<1H OCEAN
9786;-122.47;37.75;46;3238;544;1293;470;6.1592;381700;NEAR BAY
9787;-117.68;34.08;28;2459;492;1230;498;3.0978;137200;INLAND
9788;-120.47;34.98;6;5762;1115;2551;919;3.0723;137300;<1H OCEAN
9789;-117.69;34.11;16;2427;522;794;491;2.6929;119300;INLAND
9790;-118.32;34.09;44;2666;536.9621513;2297;726;1.676;208800;<1H OCEAN
9791;-118.15;33.89;33;2848;641;2319;647;3.407;190800;<1H OCEAN
9792;-122.8;38.37;26;1634;315;909;317;4.1731;257200;<1H OCEAN
9793;-118.43;34.24;36;1488;313;1221;296;4.0208;171400;<1H OCEAN
9794;-122.64;38.48;19;3244;449;1174;454;5.8369;255700;<1H OCEAN
9795;-122.32;38.06;4;7999;1611;3596;1396;5.0969;174200;NEAR BAY
9796;-122.41;37.75;52;1919;404;1483;421;3.4063;253900;NEAR BAY
9797;-117.98;34.13;29;2110;460;1890;448;3.6806;130500;INLAND
9798;-117.23;33.01;18;3961;511;1541;470;11.1118;500001;NEAR OCEAN
9799;-118.32;34.05;42;3292;713;2224;674;3.5517;291500;<1H OCEAN
9800;-117.38;34.22;16;774;122;489;136;5.7628;221300;INLAND
9801;-116.06;34.2;29;1202;290;383;156;1.3371;66900;INLAND
9802;-117.08;32.75;16;1111;328;930;303;1.2347;128100;NEAR OCEAN
9803;-117.1;32.75;20;2355;722;1848;576;2.0036;99200;NEAR OCEAN
9804;-118.46;33.97;19;1658;427;648;378;3.8698;500001;<1H OCEAN
9805;-117.21;34.13;31;3037;565;1834;575;3.3445;92900;INLAND
9806;-121.45;37.75;15;3846;677;2360;635;4.6173;164800;INLAND
9807;-117.92;33.73;17;1692;293;934;280;4.4728;205800;<1H OCEAN
9808;-117.71;33.63;16;1641;354;945;318;3.4261;219700;<1H OCEAN
9809;-117.33;34.15;28;1473;333;1196;312;1.6993;67800;INLAND
9810;-121.97;37.3;25;5463;1351;2758;1310;3.0079;277300;<1H OCEAN
9811;-118.1;34.08;24;4510;1296;3985;1240;2.6884;204600;<1H OCEAN
9812;-118.39;34.07;33;5301;1281;2243;1159;4.2386;500001;<1H OCEAN
9813;-121.76;36.83;28;1445;268;1017;284;3.6693;211000;<1H OCEAN
9814;-118.44;34.24;35;2344;435;1531;399;3.725;178200;<1H OCEAN
9815;-121.42;38.62;33;3171;832;1591;695;2.0786;88600;INLAND
9816;-121.93;37.76;5;2255;269;876;258;10.3345;461400;<1H OCEAN
9817;-117.95;34.05;35;1309;276;1113;253;4.375;156500;<1H OCEAN
9818;-118.21;33.93;41;619;138;636;145;2.5083;118100;<1H OCEAN
9819;-118.1;33.86;21;3052;624;1588;568;4.3397;268100;<1H OCEAN
9820;-117.04;32.76;43;3171;665;1534;625;3.141;141400;NEAR OCEAN
9821;-119.02;34.24;24;4650;748;2374;702;5.8838;232600;<1H OCEAN
9822;-119.29;34.45;26;2849;535;1383;532;2.6893;230800;<1H OCEAN
9823;-118.19;33.79;43;1823;600;2339;560;1.6792;130600;NEAR OCEAN
9824;-121.87;37.23;19;7357;963;3018;981;6.9473;361400;<1H OCEAN
9825;-117.21;32.89;14;3114;773;1592;776;3.3176;156100;NEAR OCEAN
9826;-117.21;34.28;16;3326;569;527;192;5.7421;167600;INLAND
9827;-118.51;34.2;37;2066;434;1031;414;4.0924;188400;<1H OCEAN
9828;-118.06;34.09;36;1239;238;717;237;3.244;258100;<1H OCEAN
9829;-119.34;37.12;23;1881;380;64;37;3.875;125000;INLAND
9830;-117.09;32.7;15;869;217;887;216;1.4583;84200;NEAR OCEAN
9831;-118.27;34.08;43;962;253;658;244;3.2386;185000;<1H OCEAN
9832;-121.87;37.41;17;3719;588;2089;561;6.7867;273700;<1H OCEAN
9833;-121.3;38.03;13;1014;200;712;197;3.1471;102800;INLAND
9834;-117.93;33.74;5;639;197;666;197;3.3017;87500;<1H OCEAN
9835;-119.99;36.09;23;333;92;198;55;0.4999;100000;INLAND
9836;-122.13;37.44;42;2390;462;1146;468;6.3111;397400;NEAR BAY
9837;-117.47;33.92;18;3869;773;2500;726;3.6583;126100;INLAND
9838;-122.09;37.41;18;1476;473;838;415;3.575;274000;NEAR BAY
9839;-118.17;33.87;48;2258;509;1395;492;3.765;164800;<1H OCEAN
9840;-117.41;34.08;38;1541;290;861;299;3.5655;95600;INLAND
9841;-121.65;36.66;30;3745;767;1762;748;3.2355;214200;<1H OCEAN
9842;-121.93;37.71;26;4822;845;2288;805;4.2281;206000;<1H OCEAN
9843;-122.15;37.69;38;1246;221;637;222;3.6625;184600;NEAR BAY
9844;-118.34;33.98;40;2108;526;1922;544;3.163;137800;<1H OCEAN
9845;-118.36;34.04;49;995;184;462;194;2.7917;242000;<1H OCEAN
9846;-121.21;37.8;45;370;84;167;70;1.4853;101800;INLAND
9847;-119.09;35.35;14;2113;256;842;265;8.5325;224100;INLAND
9848;-117.92;33.87;36;1125;285;966;257;2.8438;162500;<1H OCEAN
9849;-117.18;32.74;39;3132;738;1200;690;2.5288;274000;NEAR OCEAN
9850;-116.97;33.78;24;2680;606;1728;527;2.535;74800;INLAND
9851;-122.1;37.39;31;1117;304;591;302;3.5909;353100;NEAR BAY
9852;-118.15;34.1;39;3856;867;1847;830;3.4559;364900;<1H OCEAN
9853;-118.12;34.06;35;1729;438;1308;412;2.5321;197200;<1H OCEAN
9854;-119.35;36.2;31;1783;382;1266;358;2.2264;50800;INLAND
9855;-117.42;33.35;14;25135;4819;35682;4769;2.5729;134400;<1H OCEAN
9856;-121.43;36.5;14;1835;468;1867;461;2.3879;129800;<1H OCEAN
9857;-118.01;33.75;30;3380;722;2269;652;4.525;186000;<1H OCEAN
9858;-122.11;37.43;35;3905;565;1562;553;7.313;463700;NEAR BAY
9859;-117.68;33.49;18;4173;625;1649;634;6.3568;294300;<1H OCEAN
9860;-118.16;34.09;33;1515;415;1345;346;2.375;175000;<1H OCEAN
9861;-120.87;39.18;25;2691;598;964;373;3.9196;142700;INLAND
9862;-122.09;37.63;36;1570;274;992;249;5.3644;168800;NEAR BAY
9863;-117.91;33.64;29;1652;310;832;326;4.8098;325400;<1H OCEAN
9864;-118.38;34.04;45;767;130;254;118;6.2895;340400;<1H OCEAN
9865;-118.04;33.72;15;1836;490;942;477;4.0238;182500;<1H OCEAN
9866;-118.36;33.91;36;2064;474;1366;421;4.1;243100;<1H OCEAN
9867;-117.24;32.79;18;1741;602;508;283;3.2625;193800;NEAR OCEAN
9868;-121.43;38.52;43;2089;399;955;385;2.5898;72100;INLAND
9869;-122.03;37.38;21;2667;798;1433;727;3.8732;252400;<1H OCEAN
9870;-118.32;33.79;32;2381;467;1264;488;4.1477;315100;<1H OCEAN
9871;-119.78;36.8;34;3426;623;1938;647;2.8994;66000;INLAND
9872;-117.99;33.71;17;1600;458;1803;432;2.7865;216700;<1H OCEAN
9873;-122.18;37.71;45;726;147;519;135;3.375;157500;NEAR BAY
9874;-117.38;34.06;17;3139;569;1612;516;3.3571;112300;INLAND
9875;-121.96;37.36;16;5040;1325;3150;1196;4.2837;264500;<1H OCEAN
9876;-118.13;33.84;48;1895;294;881;293;6.3364;307400;<1H OCEAN
9877;-118.72;34.28;18;2229;371;1283;379;5.5955;217700;<1H OCEAN
9878;-117.27;34.17;16;30;3;49;8;4.625;250000;INLAND
9879;-121.3;38.75;36;3903;885;2313;804;2.655;86300;INLAND
9880;-121.85;37.26;16;1982;280;1030;297;6.4339;289200;<1H OCEAN
9881;-118.3;34;52;1686;377;982;356;2.0958;116400;<1H OCEAN
9882;-122.21;37.76;52;1420;314;1085;300;1.7546;80600;NEAR BAY
9883;-118.55;34.26;21;4018;536;1508;529;8.203;445400;<1H OCEAN
9884;-121.31;38.67;26;1387;226;807;244;4.1563;135700;INLAND
9885;-120.94;37.66;17;1147;140;327;136;6.8654;290500;INLAND
9886;-117.91;33.82;32;1408;307;1331;284;3.7014;179600;<1H OCEAN
9887;-118.38;33.85;31;3533;729;1647;679;5.5843;384600;<1H OCEAN
9888;-118.26;34.07;40;680;273;995;249;2.2607;165600;<1H OCEAN
9889;-120.35;37.95;13;2104;407;960;401;2.4;177000;INLAND
9890;-117.98;33.7;24;3451;504;1736;493;6.3749;278000;<1H OCEAN
9891;-117.16;33.76;11;4934;929;2508;840;2.625;155400;INLAND
9892;-118.31;36.94;35;2563;530;861;371;2.325;80600;INLAND
9893;-121.63;36.68;24;2591;739;3243;702;2.1766;108500;<1H OCEAN
9894;-118.1;33.9;35;1151;248;809;246;4.7813;160000;<1H OCEAN
9895;-120.5;35.03;10;10463;1756;4660;1715;3.5682;277300;<1H OCEAN
9896;-121.95;37.21;20;2345;322;890;276;10.0187;500001;<1H OCEAN
9897;-117.21;32.82;31;2035;383;866;360;3.8529;212000;NEAR OCEAN
9898;-118.32;34.1;52;786;270;756;273;2.2311;206300;<1H OCEAN
9899;-118.01;33.88;19;1434;391;1088;341;3.369;269600;<1H OCEAN
9900;-122.04;37.96;28;1207;252;724;252;3.6964;165700;NEAR BAY
9901;-116.98;33.93;33;376;83;267;88;2.1581;68300;INLAND
9902;-118.26;33.91;44;892;139;440;159;2.8859;120800;<1H OCEAN
9903;-116.5;33.69;20;4810;1074;1304;740;2.25;248100;INLAND
9904;-121.85;37.68;4;4719;741;1895;742;6.8132;282500;INLAND
9905;-117.08;32.65;17;2633;712;1487;694;2.5392;147000;NEAR OCEAN
9906;-122.09;37.69;43;500;110;273;120;3.3125;150000;NEAR BAY
9907;-118.05;33.78;18;3414;434;1272;454;8.7015;390900;<1H OCEAN
9908;-120.83;39.02;15;1117;242;551;229;2.6319;97700;INLAND
9909;-118.42;33.99;35;1701;482;1428;494;3.725;284600;<1H OCEAN
9910;-122.24;37.77;52;1153;235;481;223;2.6411;241000;NEAR BAY
9911;-121.44;38.47;16;1215;223;787;233;4.1597;95900;INLAND
9912;-118.45;34.08;52;1500;176;384;145;7.1576;500001;<1H OCEAN
9913;-116.95;32.78;33;2432;443;1147;427;3.3906;138100;<1H OCEAN
9914;-118.9;34.17;14;4719;734;1880;731;5.3558;313800;<1H OCEAN
9915;-121.44;38.73;25;1287;224;727;236;4.7396;135500;INLAND
9916;-121.27;38.67;16;3185;886;1550;802;2.5199;149000;INLAND
9917;-122.46;37.78;52;2051;552;1400;510;3.2396;375000;NEAR BAY
9918;-118.47;33.99;33;854;235;645;198;2.1471;239300;<1H OCEAN
9919;-122.32;40.58;2;1937;350;756;274;3;114200;INLAND
9920;-122.2;38.04;31;3029;500;1236;487;5.6022;197000;NEAR BAY
9921;-117.1;32.75;17;871;379;955;351;1.4375;96400;NEAR OCEAN
9922;-117.23;32.74;44;1404;229;513;217;4.1806;263800;NEAR OCEAN
9923;-123.36;39.25;17;1087;254;522;202;2.5875;144500;<1H OCEAN
9924;-122.04;37.33;26;2690;401;1264;429;7.7643;474700;<1H OCEAN
9925;-118.25;34;29;1419;363;1696;317;2.2813;101300;<1H OCEAN
9926;-118.12;34.17;52;2166;483;1308;467;3.0417;222600;INLAND
9927;-118.32;33.75;37;1080;135;366;142;11.6677;500001;NEAR OCEAN
9928;-123.84;39.46;47;1150;244;552;201;2.5192;110400;<1H OCEAN
9929;-118.36;33.82;28;67;15;49;11;6.1359;330000;<1H OCEAN
9930;-122.16;37.76;46;1827;307;881;302;4.6696;164300;NEAR BAY
9931;-123.79;39.44;36;1330;273;761;286;2.7813;105800;<1H OCEAN
9932;-118.22;34.52;7;4524;735;2298;717;6.5538;311600;INLAND
9933;-117.97;33.86;34;2138;490;1682;463;3.6006;161700;<1H OCEAN
9934;-121.41;38.58;18;6955;1882;2803;1740;3.089;141400;INLAND
9935;-122.04;37.96;27;2587;729;1500;623;1.837;175000;NEAR BAY
9936;-118.54;36.12;11;4103;882;356;171;2.1029;99100;INLAND
9937;-118.31;33.99;47;1525;359;982;333;2.0915;126600;<1H OCEAN
9938;-118.16;33.92;44;1368;277;899;271;3.5938;161300;<1H OCEAN
9939;-119.33;35.6;32;2703;683;2682;675;1.4619;60500;INLAND
9940;-118.34;34.15;40;3068;756;1190;695;3.5637;497400;<1H OCEAN
9941;-117.27;34.24;34;3687;756;941;367;2.875;117600;INLAND
9942;-122.26;37.83;52;1470;330;689;309;3.48;191400;NEAR BAY
9943;-118.35;33.85;34;1770;291;916;289;5;354200;<1H OCEAN
9944;-117.19;32.83;30;3225;555;1601;532;4.3317;173300;NEAR OCEAN
9945;-121.81;37.3;14;1870;348;1214;347;4.9769;186500;<1H OCEAN
9946;-118.27;34.07;34;786;341;1239;320;2.3438;152100;<1H OCEAN
9947;-121.8;37.26;18;3631;947;2357;757;2.875;184400;<1H OCEAN
9948;-118.01;33.9;26;2968;674;1655;628;4.6094;201000;<1H OCEAN
9949;-121.97;38.03;17;3685;685;1939;649;3.7043;139800;INLAND
9950;-118.54;34.37;27;2051;301;917;287;7.6059;323700;<1H OCEAN
9951;-118.07;34.58;34;3416;601;1929;567;4.0147;107400;INLAND
9952;-115.5;32.67;35;2159;492;1694;475;2.1776;75500;INLAND
9953;-118.32;33.98;47;1528;331;864;308;1.9732;101000;<1H OCEAN
9954;-121.49;38.58;52;1000;324;456;250;1.4375;168800;INLAND
9955;-120.45;34.65;27;2253;382;1197;384;3.3203;134700;NEAR OCEAN
9956;-122.28;37.8;38;684;176;344;155;2.0114;131300;NEAR BAY
9957;-119.27;36.05;29;1016;174;481;140;2.2917;112500;INLAND
9958;-121.04;39;21;4059;730;1874;693;4.8051;174300;INLAND
9959;-118.24;33.99;33;885;294;1270;282;2.1615;118800;<1H OCEAN
9960;-117.97;34;28;1983;375;1407;367;3.8319;179000;<1H OCEAN
9961;-118.05;34.14;39;2125;295;862;303;8.9728;500001;INLAND
9962;-122.31;38.27;34;1748;284;783;303;4.3585;194400;NEAR BAY
9963;-119.14;34.23;8;243;75;102;80;2.5714;500001;NEAR OCEAN
9964;-118.92;35.37;17;3589;701;1746;640;2.4919;75700;INLAND
9965;-118.36;34.08;52;2373;601;1135;576;3.1765;225000;<1H OCEAN
9966;-122.27;37.85;47;2077;400;719;326;2.2431;172700;NEAR BAY
9967;-122.05;37.61;16;1642;346;705;351;2.8971;163900;NEAR BAY
9968;-119.53;36.65;43;1676;320;1056;276;2.5562;93200;INLAND
9969;-118.26;34.07;28;579;184;673;202;2.625;187500;<1H OCEAN
9970;-122.03;37.39;34;2600;650;1994;650;4.0223;250200;<1H OCEAN
9971;-118.27;33.92;35;1818;374;1444;372;2.745;106800;<1H OCEAN
9972;-115.52;32.97;24;1617;366;1416;401;1.975;66400;INLAND
9973;-118.11;33.78;16;3985;567;1327;564;7.9767;500001;<1H OCEAN
9974;-117.24;33.4;16;2704;463;1322;424;3.7857;227000;<1H OCEAN
9975;-121.94;37.76;4;6875;1439;2889;1307;4.6932;356100;<1H OCEAN
9976;-122.21;37.78;52;1477;300;1065;269;1.8472;137000;NEAR BAY
9977;-119.69;34.42;17;1826;544;1325;532;1.2762;253600;<1H OCEAN
9978;-118.15;33.87;29;2690;659;1747;617;3.3713;198200;<1H OCEAN
9979;-119.02;35.37;44;2687;620;1521;549;1.7213;61600;INLAND
9980;-118.12;33.9;38;1222;282;756;256;4.125;173900;<1H OCEAN
9981;-118.26;34.09;36;3503;833;2652;788;3.8448;241400;<1H OCEAN
9982;-122.34;40.51;16;2247;502;1206;463;1.9946;119200;INLAND
9983;-118.33;34.05;46;3015;795;2300;725;2.0706;268500;<1H OCEAN
9984;-120.7;35.76;15;1914;425;1130;421;2.2165;90600;<1H OCEAN
9985;-121.44;38.61;33;1591;466;1000;418;1.0467;70100;INLAND
9986;-118.17;33.98;36;627;177;834;175;2.9844;163600;<1H OCEAN
9987;-118.14;33.95;44;1812;338;822;314;6.7744;294100;<1H OCEAN
9988;-120.06;37.02;13;6301;1080;3840;1033;3.5258;84900;INLAND
9989;-118.37;33.97;26;6672;1729;3333;1557;2.9646;179800;<1H OCEAN
9990;-121.89;37.29;38;1568;351;710;339;2.7042;286600;<1H OCEAN
9991;-118.58;34.19;27;4286;1071;2863;1033;3.3125;222800;<1H OCEAN
9992;-118.3;33.81;17;5544;1068;3008;1038;5.322;282700;<1H OCEAN
9993;-120.69;37.4;46;860;130;496;147;3.5167;137500;INLAND
9994;-122.04;36.97;49;792;136;331;137;5.2128;238600;NEAR OCEAN
9995;-117.66;34.11;19;3445;661;1635;580;5.0681;230500;INLAND
9996;-118.34;34.02;49;1609;371;896;389;2.5156;136600;<1H OCEAN
9997;-121.09;40.3;15;1717;336;501;206;3.6477;113400;INLAND
9998;-122.49;38;26;48;8;19;8;7.7197;400000;NEAR BAY
9999;-117;32.76;31;2545;373;956;342;4.3977;226800;<1H OCEAN
10000;-117.75;34.1;21;8069;2174;4369;2036;3.2756;156800;INLAND
10001;-118.15;33.98;17;3361;925;3264;914;2.2813;145600;<1H OCEAN
10002;-117.77;33.69;14;1413;372;744;338;3.7988;184100;<1H OCEAN
10003;-118.08;34.58;5;1113;186;631;168;4.1719;146600;INLAND
10004;-122.61;38.24;25;2990;450;1335;434;4.7;190100;<1H OCEAN
10005;-117.25;34.51;7;3200;477;1522;470;4.6914;142200;INLAND
10006;-122.32;37.55;46;1437;266;607;263;4.8068;369700;NEAR OCEAN
10007;-116.42;33.68;15;3895;782;900;529;2.2208;138300;INLAND
10008;-118.13;33.78;31;3039;739;1199;697;3.7232;500001;NEAR OCEAN
10009;-117.83;34.14;26;8254;1153;3460;1131;6.5253;349900;INLAND
10010;-119.7;36.8;31;1746;321;1186;360;2.6932;66400;INLAND
10011;-118.3;33.88;29;850;229;563;204;3.7375;247700;<1H OCEAN
10012;-120.1;39.37;10;2325;410;1016;373;4.5208;117300;INLAND
10013;-117.25;34.16;35;2707;481;1595;479;3.9018;91500;INLAND
10014;-121.98;37.36;33;1582;272;809;267;5.7059;287200;<1H OCEAN
10015;-121.48;38.5;23;2679;792;1740;659;1.3679;70300;INLAND
10016;-120.25;37.93;13;493;76;196;68;3.375;134100;INLAND
10017;-122.21;37.83;40;4991;674;1616;654;7.5544;411500;NEAR BAY
10018;-118.4;34.41;22;4443;560;1573;496;10.0285;500001;<1H OCEAN
10019;-118.06;34.12;34;2941;558;1660;576;4.5667;271500;INLAND
10020;-117.33;33.22;21;2868;602;855;559;2.7846;91200;NEAR OCEAN
10021;-117.04;32.77;16;7963;1881;3769;1804;2.9624;144700;<1H OCEAN
10022;-118.23;33.76;21;49;14;29;16;5;87500;NEAR OCEAN
10023;-122.06;37.32;30;3033;540;1440;507;6.2182;380800;<1H OCEAN
10024;-122.27;37.54;15;2126;310;905;306;8.9083;500001;NEAR BAY
10025;-119.29;36.32;35;1898;481;1123;433;1.1419;62900;INLAND
10026;-121.36;37.99;8;1801;380;684;350;4.2589;134900;INLAND
10027;-124.05;40.85;31;2414;428;1005;401;3.5156;143000;NEAR OCEAN
